SKU из Billing API (Sku.List), страницы объединены: id	serviceId	pricingUnit	price	name	description
  dn2qn4bebcnt668lpfnr	dn2jfbheag6vvls7oplt	server_month	744.91 RUB	BareMetal. Server type BA-i407-S-10G with 1 year rental period	
  dn2qpxtfi773nuxpwdvq	dn2nclqznmamrcxbqk7b	gbyte_hour	0.5541 RUB	Managed Service for Trino. Cluster computing resources, RAM	
  dn2qq4qwuyw254korllz	dn2o984h40l32p7t5nsv	1k_token	0.1 RUB	Text generation, Qwen2.5 VL 7B model, output tokens, batch mode	
  dn2qq623tfv6xgpqjdvu	dn2fat3ycizke72tqqwo	event	0.3497 RUB	CNS. Beeline, service and transactional SMS, 11 to 20 events per 1 recipient (package)	
  dn2qr63b3orl3cuj3kjb	dn2h92g8s9qofi6iu1gp	gbyte	0.0 RUB	Outbound e-mail size	
  dn2qrqp6uho94a80hgr3	dn2hb3vlkb6qfih0pgv6	core_hour	1.658 RUB	Managed Service for Valkey™. Host computing resources, Intel Ice Lake, 100% vCPU	
  dn2qrsakfp043bm8kg9d	dn2hmdmghr9j2odlvssi	gbyte_hour	0.4107 RUB	Managed Service for PostgreSQL. Host computing resources, Intel Ice Lake, RAM, CVoS for 6 months	
  dn2qru8k8prktjlc8n6d	dn2l7rvq9j43kk6ips5i	core_hour	2.2306 RUB	MPP Analytics for PostgreSQL. Computing resources of standard hosts, Intel Cascade Lake, 100% vCPU, CVoS for 6 months	
  dn2qt5kqkbpt65qstp52	dn2qu7ck7veplf4kmbuh	1m_invocation	0.0 RUB	Serverless Containers. Container invocation	
  dn2qto76xomc5ddl4kip	dn2o984h40l32p7t5nsv	1k_token	0.61 RUB	Text generation, DeepSeek-R1-Distill-Llama-70B model, input tokens, batch mode	
  dn2qtp90p3r8l8vakmm6	dn28okfvqh19eiue6l2m	gbyte_hour	0.3246 RUB	Regular VM computing resources, Intel Cascade Lake with Nvidia V100, RAM	
  dn2qtqtmybqbpyihfxri	dn28okfvqh19eiue6l2m	gpu_hour	10.169 RUB	Regular VM computing resources, GPU PLATFORM V4, GPU	
  dn2qufop2xjsmygwcu2e	dn2jfbheag6vvls7oplt	server_month	1217.91 RUB	BareMetal. Server type  BA-a401-2N2H-25G  with 1 month rental period	
  dn2qugeptlh0210ev4i7	dn2jfbheag6vvls7oplt	server_month	197.6 RUB	BareMetal. Server type BA-i104-SH with 6 month rental period	
  dn2qvcfe8i5vqlrvterc	dn28okfvqh19eiue6l2m	gpu_hour	7.5763 RUB	Preemptible VM computing resources, Gen2, 1 GPU	
  dn2qvl7cqzgo45visfxr	dn2o984h40l32p7t5nsv	1k_token	0.1 RUB	Text generation, Qwen3-1.7B model, input tokens, batch mode	
  dn2r01fpbih17tae9m00	dn2mse6mu1meu7orkmre	gbyte_hour	0.3074 RUB	Managed Service for Apache Kafka®. Computing resources of ZooKeeper hosts, Intel Ice Lake, RAM	
  dn2r0ubc93d5n7njfnr9	dn28hpu626uudbq0j8mk	gbyte_hour	0.4293 RUB	Managed Service for MySQL®. Computing resources of standard hosts, Intel Ice Lake, RAM, CVoS for 6 months	
  dn2r257e3luaj45oh26w	dn2jfbheag6vvls7oplt	server_month	1035.98 RUB	BareMetal. Server type BA-i211-8S-25G with 1 day rental period	
  dn2r30h20qb899h93c1o	dn2kmsd7hrdeb1u7c4nb	key_version_hour	0.549 RUB	Key Management Service. Use of one symmetric key version stored in hardware security module (HSM)	
  dn2r3mzbk4sjr77nwqm7	dn2o984h40l32p7t5nsv	1k_token	0.41 RUB	Text generation, Qwen3-30B-A3B model, input tokens, batch mode	
  dn2r4hq24jjsevutxx4e	dn2jfbheag6vvls7oplt	server_month	529.9 RUB	RAM 1024 Gb DDR4 ECC REG	
  dn2r547h5bonpg3umuhj	dn28hpu6268356q0j8mk	gbyte_hour	0.0314 RUB	Yandex Data Proc - Intel Broadwell with Nvidia Tesla v100. RAM	
  dn2r5og6a3rktscvyt3u	dn2jfbheag6vvls7oplt	server_month	411.49 RUB	BareMetal. Server type BF261-i208 with 3 month rental period	
  dn2r5rks2csdg6435bp4	dn2jfbheag6vvls7oplt	server_month	372.1 RUB	BareMetal. Server type BA-i217-S-1/10G with 1 day rental period	
  dn2r6fslirme7schkah7	dn2hmdmghr9j2odlvssi	core_hour	3.4827 RUB	Managed Service for PostgreSQL. Host computing resources, AMD Zen 4 HighFreq, 100% vCPU	
  dn2r74s6mlqm7aj3fck7	dn2mse6mu1meu7orkmre	gbyte_hour	0.427 RUB	Managed Service for Apache Kafka®. Computing resources of ZooKeeper hosts, AMD Zen 4 HighFreq, RAM	
  dn2r7sywy6x2zge3edlx	dn2jfbheag6vvls7oplt	server_month	340.38 RUB	AMD EPYC 7713 (64c/128t, 2.0 GHz) [Milan]	
  dn2r8aklo79bmpkd87l3	dn22pas77ftg9h3f2djj	core_hour	0.4831 RUB	Regular VM computing resources, Intel Ice Lake, 20% vCPU	
  dn2raof0kuh3dk69q23c	dn2mse6mu1meu7orkmre	core_hour	1.1968 RUB	Managed Service for Apache Kafka®. Computing resources of ZooKeeper hosts, AMD Zen 4, 100% vCPU	
  dn2rayvhnb72zt4ma7zi	dn2jfbheag6vvls7oplt	server_month	54.46 RUB	3.2 Tb SSD NVMe Enterprise	
  dn2rb4nzacrgb3lm2l5q	dn2o984h40l32p7t5nsv	1k_token	0.2 RUB	Text generation, Speech Realtime model, cached tokens, synchronous mode	
  dn2rbapzjljtggqzovla	dn2jfbheag6vvls7oplt	server_month	2187.61 RUB	BareMetal. Server type  HA-a703-4N-2X25G  with 3 month rental period	
  dn2rbuyv654lnxboidll	dn2fat3ycizke72tqqwo	event	5.673 RUB	CNS. T2, promotional SMS	
  dn2rccvd57q4cm23anot	dn2jfbheag6vvls7oplt	server_month	984.19 RUB	BareMetal. Server type BA-i111-8S-10G with 1 month rental period	
  dn2rcm93802vh4d96pq6	dn2li5qddoc5cad2n6br	gbyte_hour	0.0008 RUB	Object Storage. Data placement in ice storage	
  dn2rcmep94te6ps49spp	dn2li5qddoc5cad2n6br	1k_request	0.0 RUB	Object Storage. Standard storage, LIST operations	
  dn2rcuvcsfdq8fqvq01h	dn2l7rvq9j43kk6ips5i	gbyte_hour	0.4882 RUB	MPP Analytics for PostgreSQL. Computing resources of standard hosts, Intel Ice Lake, RAM, CVoS for 1 year	
  dn2rcuvvvqlghrdjsm7t	dn2jfbheag6vvls7oplt	server_month	1076.65 RUB	BareMetal. Server type BA-i306-S-1/10G with 1 day rental period	
  dn2rd5sp6ooeyvegeyui	dn2jfbheag6vvls7oplt	server_month	2986.6 RUB	BareMetal. Server type CC-a4009-8N-2x25G with 1 year rental period	
  dn2rdercmsucb414459d	dn22pas77ftg9h3f2djj	gbyte_hour	0.2613 RUB	Regular VM computing resources, Intel Ice Lake, RAM, CVoS for 1 year	
  dn2reaihfmv2glhad3fj	dn2hb3vlkb6qfih0pgv6	gbyte_hour	0.42 RUB	Managed Service for Valkey™. Host computing resources, Intel Cascade Lake. RAM,  CVoS for 6 months	
  dn2reufj2egdb4txhmcw	dn2jfbheag6vvls7oplt	server_month	2220.4 RUB	BareMetal. Server type  HA-i502-N-25G-GxL4-P1 with 1 day rental period	
  dn2rf1bupkvgk646cpqo	dn2hjd8fhbb14l7vkp2c	core_hour	1.8446 RUB	Managed Service for OpenSearch. Host computing resources, Intel Ice Lake, 100% vCPU	
  dn2rfhujlau2gfdvqlyb	dn2jfbheag6vvls7oplt	server_month	368.44 RUB	AMD EPYC 74F3 (24c/48t, 3.2 GHz) [Milan]	
  dn2rfpkhrt6mldfamg3s	dn2jfbheag6vvls7oplt	server_month	930.25 RUB	BareMetal. Server type  BA-i208-S-10G-P1  with 1 day rental period	
  dn2rgbng2do56gaanvpo	dn2220hr46dtogekm57v	core_hour	1.6053 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Ice Lake, 100% vCPU, CVoS for 6 months	
  dn2rguwssadodwqe4nur	dn2jfbheag6vvls7oplt	server_month	1381.61 RUB	BareMetal. Server type BA-i501-H-25G with 1 month rental period	
  dn2rh513vfu08jvt7gm3	dn28hpu626uudbq0j8mk	core_hour	0.549 RUB	Managed Service for MySQL®. Computing resources of dedicated hosts, AMD Zen 4, 100% vCPU	
  dn2rhfwz7a2j5rll4vqz	dn2jfbheag6vvls7oplt	server_month	2522.59 RUB	BareMetal. Server type  BA-a612-N-25G-P1 with 6 month rental period	
  dn2rhpijz2x2j63flcbq	dn2jfbheag6vvls7oplt	server_month	287.05 RUB	RAM 512 Gb DDR4 ECC REG	
  dn2rhpuln50u1el1ammi	dn2220hr46dtogekm57v	core_hour	0.0 RUB	ZooKeeper for ClickHouse. AMD EPYC Zen4 (Compute Optimized). Software accelerated network	
  dn2rhxkefdopx36lmabp	dn2jfbheag6vvls7oplt	server_month	185.39 RUB	BareMetal. Server type LA-i104-SH with 1 month rental period	
  dn2rhz4o25an5dfbsuh3	dn2jfbheag6vvls7oplt	server_month	176.71 RUB	BareMetal. Server type BF261-i203 with 3 month rental period	
  dn2rie8q1mu1rgpcvica	dn28hpu626uudbq0j8mk	core_hour	3.5894 RUB	Managed Service for MySQL®. Computing resources of standard hosts, AMD Zen 4 HighFreq, 100% vCPU	
  dn2rih4rq3b35stvr3nv	dn2jfbheag6vvls7oplt	server_month	600.57 RUB	Server Base (with redundant PSU)	
  dn2rihme6not4ee3koyf	dn2jfbheag6vvls7oplt	server_month	1012.6 RUB	BareMetal. Server type BA-i309-S-1/10G with 1 day rental period	
  dn2rij7uvr2juik3o6e4	dn2o984h40l32p7t5nsv	1k_token	0.2 RUB	Text generation, Gemma3 12B it model, output tokens, batch mode	
  dn2riv150c97qbgpik5k	dn2220hr46dtogekm57v	fip_hour	0.2635 RUB	Managed Service for ClickHouse®. Public IP address	
  dn2rjddkxpre3mpgnbod	dn2jfbheag6vvls7oplt	server_month	1106.99 RUB	BareMetal. Server type  BA-a402-2N2H-25G  with 1 year rental period	
  dn2rjpas623nq40gm0tj	dn2jfbheag6vvls7oplt	server_month	255.79 RUB	BareMetal. Server type BA-i105-SH with 1 year rental period	
  dn2rl3m9eba0f7os10u5	dn2hj92de1icl8k3m3bg	message	0.0 RUB	Yandex IoT Core. Messages sent via device registry	
  dn2rn6ae5uv7qgsb7b4e	dn2jfbheag6vvls7oplt	server_month	2631.09 RUB	BareMetal. Server type BA-a612-N-25G with 1 month rental period	
  dn2ro2rucgm410h34tiu	dn2220hr46dtogekm57v	core_hour	1.1525 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Cascade Lake, 5% vCPU	
  dn2rpd0jrovh08q6ohlo	dn2l7rvq9j43kk6ips5i	gbyte_hour	0.5396 RUB	MPP Analytics for PostgreSQL. Standard hoss computing resources, Intel Cascade Lake, RAM, CVoS на 1 год	
  dn2rpoamevzq6p66q7ec	dn2mse6mu1meu7orkmre	core_hour	1.4093 RUB	Managed Service for Apache Kafka®. Computing resources of Apache Kafka® Raft hosts, Intel Ice Lake, 100% vCPU, CVoS for 1 year	
  dn2rq70arc5j9ut5b2h6	dn2g45ennmllm0knk0gi	core_hour	2.5803 RUB	Managed Service for GitLab. Standard configuration, 100% vCPU	
  dn2rqdpeh829k7prtfng	dn2mse6mu1meu7orkmre	core_hour	1.3286 RUB	Managed Service for Apache Kafka®. Computing resources of ZooKeeper hosts, Intel Cascade Lake, 100% vCPU	
  dn2rqmzd3hrtk4sjltcj	dn2jfbheag6vvls7oplt	server_month	188.53 RUB	BareMetal. Server type BF25-i205-S with 1 month rental period	
  dn2rrhidhhl4beu6p7ha	dn2o984h40l32p7t5nsv	1k_token	1.2 RUB	Text generation, YandexGPT Pro 5 model, tool tokens, synchronous mode	
  dn2rrqr7p6r6ttmr1mjj	dn2mse6mu1meu7orkmre	gbyte_hour	0.3074 RUB	Managed Service for Apache Kafka®. Computing resources of ZooKeeper hosts, AMD Zen 4, RAM	
  dn2rugtcpr57w7ugcnbc	dn2jfbheag6vvls7oplt	server_month	623.42 RUB	RAM 1024 Gb DDR4 ECC REG	
  dn2rulojramlipzvb5k4	dn2r2co4fs3e7sxyuip3	gbyte	7.0 RUB	Additional build artifact storage capacity	
  dn2runrjuiiq807rb18s	dn2li5qddoc5cad2n6br	1k_request	0.0 RUB	Object Storage. Standard storage, POST operations	
  dn2ruw6xaaz66a3fzrgl	dn2jfbheag6vvls7oplt	server_month	692.11 RUB	BareMetal. Server type BA-i304-S-1/10G with 6 month rental period	
  dn2rvboahnbdmwvtcctu	dn2jfbheag6vvls7oplt	server_month	978.24 RUB	BareMetal. Server type BA-i310-S-1/10G with 1 year rental period	
  dn2rwdt4heqjdwutj45m	dn2thrwhzxl2ygay7nvq	gbyte_hour	0.369 RUB	Managed Service for YTsaurus. Component computing resources, System Node (Intel Ice Lake), RAM	
  dn2rwpyy6xskhjbqau7j	dn2hjd8fhbb14l7vkp2c	gbyte_hour	0.5995 RUB	Managed Service for OpenSearch. Host computing resources, AMD Zen 4, RAM, CVoS for 1 year	
  dn2rxn3jel5ho6onhjbv	dn2jfbheag6vvls7oplt	server_month	25.62 RUB	10 Tb HDD SATA Enterprise	
  dn2ryxjsrbbmkhr7zp5b	dn2jfbheag6vvls7oplt	server_month	1660.92 RUB	BareMetal. Server type BA-i511-NH-25G with 1 year rental period	
  dn2s1k2h274e5mlfr2s6	dn2iqlgecrio4statr88	month	6382.4 RUB	Interconnect. Direct trunk connection, 9 270 TB	
  dn2s2ncolp3jf66qwz5k	dn2jfbheag6vvls7oplt	server_month	25.92 RUB	1.6 Tb SSD NVMe Enterprise	
  dn2s3j7tgubgjk7l5azt	dn2jfbheag6vvls7oplt	server_month	2206.79 RUB	BareMetal. Server type  BA-a704-4N-2X25G  with 6 month rental period	
  dn2s4hv2750db0irfshm	dn2ur946qdu9rhas29ag	user_month	9.9 RUB	Seat in DataLens	
  dn2s53md74k955kdqkak	dn2mse6mu1meu7orkmre	core_hour	1.4388 RUB	Managed Service for Apache Kafka®. Apache Kafka® broker host computing resources, Intel Cascade Lake, 100% vCPU, CVoS for 1 year	
  dn2s6gvqeofa28n79lak	dn2hmdmghr9j2odlvssi	gbyte_hour	0.4573 RUB	Managed Service for PostgreSQL. Host computing resources, Intel Cascade Lake, RAM, CVoS for 6 months	
  dn2s76ufaecuz3aklhqg	dn2o984h40l32p7t5nsv	1k_token	0.41 RUB	Text generation, QwQ 32B Instruct model, input tokens, batch mode	
  dn2s7fs0s1chg0ehqd9v	dn2jfbheag6vvls7oplt	server_month	183.42 RUB	Baremetal. Server type BA-i200-H with 1 month rental period	
  dn2s7lb3kkq4ev3bgjlp	dn2jfbheag6vvls7oplt	server_month	464.23 RUB	BareMetal. Server type BF261-i302 with 3 month rental period	
  dn2s8tj0qdakj5c49e5o	dn28hpu626uudbq0j8mk	gbyte_hour	0.5341 RUB	Managed Service for MySQL®. Computing resources of standard hosts, Intel Broadwell, RAM	
  dn2scovcuvpbacnqn4vz	dn2fat3ycizke72tqqwo	event	0.1017 RUB	CNS. Beeline, service and transactional SMS, from 21 events per 1 recipient	
  dn2sdd5eq732qnl3r2pg	dn2mse6mu1meu7orkmre	gbyte_hour	0.3733 RUB	Managed Service for Apache Kafka®. Apache Kafka® broker host computing resources, Intel Ice Lake, RAM, CVoS for 6 months	
  dn2sds6ugoavxsbodgas	dn2jfbheag6vvls7oplt	server_month	464.82 RUB	30 Tb HDD SATA Enterprise	
  dn2sf5hvjhbrmsu3loib	dn2jfbheag6vvls7oplt	server_month	718.59 RUB	BareMetal. Server type BA-i307-S-1/10G with 6 month rental period	
  dn2sf9026ldfpoaflvju	dn2hb3vlkb6qfih0pgv6	gbyte_hour	0.5051 RUB	Managed Service for Valkey™. Host computing resources, Intel Ice Lake (Compute Optimized), RAM	
  dn2sfcnkn3jlhmq568ac	dn28okfvqh19eiue6l2m	core_hour	1.1728 RUB	Regular VM computing resources, Intel Broadwell with Nvidia Tesla v100, 100% vCPU	
  dn2sfig55p09i6tunbeq	dn2oxk4367kv6etfvj5x	1m_points	0.0 RUB	Monium — reading metric values via Monium UI	
  dn2sg2x7m4nss7ux7eaj	dn2jfbheag6vvls7oplt	server_month	164.0 RUB	BareMetal. Server type CC-i2010-2S-1G with 6 month rental period	
  dn2shelhculi2g5o5ogy	dn28okfvqh19eiue6l2m	core_hour	0.915 RUB	Regular VM computing resources, GPU PLATFORM V4, 100% vCPU	
  dn2sic92geij6849f92h	dn2jfbheag6vvls7oplt	server_month	316.74 RUB	BareMetal. Server type BA-i106-SH-10G with 6 month rental period	
  dn2siwxpw2uequksuh2p	dn2jfbheag6vvls7oplt	server_month	1954.03 RUB	BareMetal. Server type BA-i511-NH-25G with 1 day rental period	
  dn2sja5ohxdv7qg2h6ca	dn2jfbheag6vvls7oplt	server_month	214.44 RUB	AMD EPYC 7663 (56c/112t, 2.0 GHz) [Milan]	
  dn2skqfqgf3287hhotvr	dn2220hr46dtogekm57v	gbyte_hour	0.5161 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, AMD Zen 4, RAM	
  dn2slkf8qnvg3lohvlnk	dn2220hr46dtogekm57v	core_hour	1.1525 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, Intel Ice Lake, 50% vCPU	
  dn2slon2v28r5nrh8kj7	dn2hjd8fhbb14l7vkp2c	core_hour	1.4388 RUB	Managed Service for OpenSearch. Host computing resources, Intel Ice Lake, 100% vCPU, CVoS for 1 year	
  dn2snd5f5rifj49dhovh	dn2hmdmghr9j2odlvssi	gbyte_hour	0.4831 RUB	Managed Service for PostgreSQL. Host computing resources, Intel Ice Lake, RAM	
  dn2sno6xbgxddxqtujo6	dn2220hr46dtogekm57v	core_hour	1.473 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® hosts, AMD Zen 4, 100% vCPU, CVoS for 1 year	
  dn2snu4sdxun2lp2vt7d	dn2jfbheag6vvls7oplt	server_month	865.13 RUB	BareMetal. Server type  BA-i208-S-10G-P1 with 6 month rental period	
  dn2snuvdppg8cs9ts2s5	dn2eb2c9he5r9bu9bv2u	user_month	0.0 RUB	Full access to Yandex Tracker	
  dn2so5w2zuo5jrele2x3	dn2pkj6x6txcsqlb72gm	gbyte_hour	0.4147 RUB	Managed Service for Apache Spark™. Cluster computing resources, RAM	
  dn2sooqhjoo0vaonhk2g	dn2hmdmghr9j2odlvssi	core_hour	1.5213 RUB	Managed Service for PostgreSQL. Host computing resources, Intel Ice Lake, 100% vCPU, CVoS for 6 months	
  dn2sp66rt1l381la6q7p	dn22pas77ftg9h3f2djj	gbyte_hour	0.0769 RUB	Preemptible VM computing resources, Intel Cascade Lake, RAM	
  dn2sq2nugv5aebtnve5s	dn2o984h40l32p7t5nsv	1k_token	0.1 RUB	Text generation, Qwen2.5 7B Instruct model, output tokens, batch mode	
  dn2sqj12ot5a0an9hqfu	dn2g45ennmllm0knk0gi	gbyte_hour	0.6917 RUB	Managed Service for GitLab. Standard configuration, RAM	
  dn2sr6ndylqyrik67d4c	dn21j2nquomme940r5rt	gbyte_hour	0.0064 RUB	Cloud Backup. BareMetal server backup storage	
  dn2ssntfp7dcr3213bu1	dn2jfbheag6vvls7oplt	server_month	174.91 RUB	BareMetal. Server type BA-i101-H with 6 month rental period	
  dn2ssrruyplpagqetv4e	dn2jfbheag6vvls7oplt	server_month	1085.59 RUB	BareMetal. Server type BA-i211-8S-2X25G with 3 month rental period	
  dn2st70gmnb1ug7m8d5b	dn2jfbheag6vvls7oplt	server_month	943.6 RUB	BareMetal. Server type BA-i111-8S-10G with 6 month rental period	
  dn2stcjgbglx5sltdmt5	dn2jfbheag6vvls7oplt	server_month	657.42 RUB	BareMetal. Server type BF261-i215 with 1 year rental period	
  dn2stgr6762qd6k4pe2q	dn2jfbheag6vvls7oplt	server_month	49.77 RUB	3.2 Tb SSD NVMe Enterprise	
  dn2su66lkggfhlfilzsh	dn2jfbheag6vvls7oplt	server_month	2703.08 RUB	BareMetal. Server type BA-i523-NH-2X25G with 1 month rental period	
  dn2su6ac7s73fmelvvxo	dn2jfbheag6vvls7oplt	server_month	961.97 RUB	BareMetal. Server type BA-i309-S-1/10G with 3 month rental period	
  dn2sxyaqcsyptvszz3gx	dn2jfbheag6vvls7oplt	server_month	52.2 RUB	20 Tb HDD SATA Enterprise	
  dn2syygkrjff2wdjny7f	dn2jfbheag6vvls7oplt	server_month	47.71 RUB	20 Tb HDD SATA Enterprise	
  dn2szbvg7l5scxvtzhfj	dn2jfbheag6vvls7oplt	server_month	160.32 RUB	BareMetal. Server type LA-i101-H with 3 month rental period	
  dn2t1rhogdm8t0gtao1s	dn2hmdmghr9j2odlvssi	gbyte_hour	0.0134 RUB	Managed Service for PostgreSQL. Storage on non-replicated SSD disks	
  dn2t2lo54fokgofjq1vt	dn22pas77ftg9h3f2djj	core_hour	1.4448 RUB	Computing resources of dedicated hosts, Intel Cascade Lake intel-6230*, 100% vCPU	
  dn2t2papxuptlaxxxbwq	dn2nclqznmamrcxbqk7b	core_hour	2.076 RUB	Managed Service for Trino. Cluster computing resources, vCPU	
  dn2t2pers442hl688e10	dn2mse6mu1meu7orkmre	core_hour	1.5679 RUB	Managed Service for Apache Kafka®. Apache Kafka® broker host computing resources, Intel Cascade Lake, 100% vCPU, CVoS for 6 months	
  dn2t33wjf2qexcjgwqfm	dn2jfbheag6vvls7oplt	server_month	168.76 RUB	BareMetal. Server type LA-i100-H with 1 day rental period	
  dn2t4jidixssq4rhiwjv	dn2jfbheag6vvls7oplt	server_month	2302.75 RUB	BareMetal. Server type  HA-a703-4N-2X25G  with 1 day rental period	
  dn2t5t0mkb4b4ub1tvjs	dn2o984h40l32p7t5nsv	1k_unit	0.0102 RUB	Text embedding	
  dn2t6a4in70d4u0poeuh	dn2b0fi02sdmf46ijdl5	gbyte_hour	0.9425 RUB	Yandex StoreDoc. Host computing resources, Intel Broadwell, RAM	
  dn2t6qja1qlqjond9l3k	dn2220hr46dtogekm57v	core_hour	2.3219 RUB	Managed Service for ClickHouse®. Computing resources of ZooKeeper hosts, AMD Zen 4 HighFreq, 100% vCPU	
  dn2t7aa68lehsmvo5mss	dn28okfvqh19eiue6l2m	core_hour	0.356 RUB	Preemptible VM computing resources, Intel Broadwell with Nvidia Tesla v100, 100% vCPU	
  dn2t9ngojstgjojkjroo	dn2dtfaj8fno5r3beac3	core_hour	0.0 RUB	Yandex Data Transfer - CPU - Preview	
  dn2ta4lgerp02btumaic	dn2hb3vlkb6qfih0pgv6	core_hour	2.0943 RUB	Managed Service for Valkey™. Host computing resources, Intel Broadwell, 100% vCPU	
  dn2tadkmnr78hd4cp1l6	dn2unvkm0hrt4fqvm9n7	instance_hour	2.4376 RUB	Application Load Balancer. One resource unit	
  dn2tae3uquo3z67ebtd6	dn2jfbheag6vvls7oplt	server_month	0.0 RUB	BareMetal. Server type BA-a609-N-25G-Gx5080 with 6 month rental period	
  dn2tamsqmiigrtav49qa	dn22pas77ftg9h3f2djj	gbyte_hour	0.0051 RUB	Standard file system (HDD)	
  dn2tbo82rvk9elvg4u35	dn20fgh8pg8d27h1cp7f	speech_markup_unit	0.3863 RUB	—	
  dn2tcmh3u4kr2i3gbicr	dn2hb3vlkb6qfih0pgv6	gbyte_hour	0.3426 RUB	Managed Service for Valkey™. Host computing resources, AMD Zen 4, RAM, CVoS for 1 year	
  dn2td7drocpwss27prtp	dn2jfbheag6vvls7oplt	server_month	1203.42 RUB	BareMetal. Server type BA-i216-SS-1/10G with 3 month rental period	
  dn2tdli7u18tvvc28ov8	dn2af04ph5otc5f23o1h	master_hour	9.6624 RUB	Managed Service for Kubernetes®. Zonal master	
  dn2tekg51to7kiso30fr	dn2g45ennmllm0knk0gi	gbyte_hour	0.0198 RUB	Managed Service for GitLab. Data storage on SSD disks	
  dn2tekwag3er56niky5q	dn2jfbheag6vvls7oplt	server_month	68.44 RUB	AMD EPYC 7702 (64c/128t, 2.0 GHz) [Rome]	
  dn2tf8foiot1d7m8bspt	dn2iqlgecrio4statr88	physical_port_month	228.75 RUB	Interconnect. 100GBASE-ER4 physical port	
  dn2tg64hjrruveqb6ub8	dn2hmdmghr9j2odlvssi	core_hour	0.0 RUB	PostgreSQL. Intel Ice Lake (Compute Optimized). Software accelerated network	
  dn2tg9g6pi4k18isqcq7	dn2220hr46dtogekm57v	gbyte_hour	0.3074 RUB	Managed Service for ClickHouse®. Computing resources of ZooKeeper hosts, Intel Ice Lake, RAM	
  dn2thbds4400ckbijvch	dn28hpu626uudbq0j8mk	gbyte_hour	0.0049 RUB	Managed Service for MySQL®. Storage on network HDD disks	
  dn2tj75aywurdwmvtpzq	dn2jfbheag6vvls7oplt	server_month	223.66 RUB	AMD EPYC 7663 (56c/112t, 2.0 GHz) [Milan]	
  dn2tjamfiogm09opqgbc	dn2jfbheag6vvls7oplt	server_month	502.06 RUB	BareMetal. Server type BA-i207-H with 6 month rental period	
  dn2tjb97mab5cnu4mfdf	dn2b0fi02sdmf46ijdl5	core_hour	1.7568 RUB	Yandex StoreDoc. Host computing resources, Intel Cascade Lake, 100% vCPU	
  dn2tkuvap6istmk4dz5a	dn2jfbheag6vvls7oplt	subnet_hour	5.3883 RUB	Public subnet /29	
  dn2tl3tc66oh8orsdmg6	dn22pas77ftg9h3f2djj	core_hour	2.2409 RUB	Software-accelerated network, Intel Broadwell	
  dn2tlnntuwqj3ajlu36f	dn2jfbheag6vvls7oplt	server_month	411.49 RUB	BareMetal. Server type BF261-i208 with 1 month rental period	
  dn2tm9g0vu2rbgvdl1qs	dn2kmsd7hrdeb1u7c4nb	asymmetrickey_month	3.1622 RUB	Key Management Service. Use of one asymmetric key version	
  dn2tn7fe7gqbj2du67xm	dn2o984h40l32p7t5nsv	1k_token	0.13 RUB	Text generation, DeepSeek v3.2 model, cached tokens, synchronous mode	
  dn2tnpeepb1uqr62qdcl	dn20fgh8pg8d27h1cp7f	request	0.1627 RUB	Speech synthesis, standard voices	
  dn2to2e7huelvoq6g2fn	dn2ydbtgqogjqcrlbehu	1m_request_unit	0.0 RUB	YDB Serverless. Usage of Request Units within hourly rate	
  dn2toa8lep8p65ntnfrt	dn2hjd8fhbb14l7vkp2c	core_hour	1.5679 RUB	Managed Service for OpenSearch. Host computing resources, Intel Ice Lake, 100% vCPU, CVoS for 6 months	
  dn2toadmqdhlvr6hecc9	dn2scoh2b9945dep39ih	unit_second	0.0013 RUB	DataSphere - computing	
  dn2tog20ktjlo6qcp94f	dn2o984h40l32p7t5nsv	1m_symbols	5.004 RUB	Text translation via Translate	
  dn2toxrmj4qpvvurlj5m	dn2220hr46dtogekm57v	core_hour	0.7466 RUB	Managed Service for ClickHouse®. Computing resources of ClickHouse® Keeper hosts, Intel Cascade Lake, 50% vCPU	
  dn2tpnojtdu1pjncrpfj	dn2kcocimf3n6a09pl2o	image	0.7117 RUB	Распознавание документов: СТС	
  dn2tpv3gb72l3csdtruc	dn2jfbheag6vvls7oplt	server_month	162.46 RUB	BareMetal. Server type LA-i104-SH with 1 year rental period	
  dn2tqk4xny5nne2zudct	dn2jfbheag6vvls7oplt	server_month	176.71 RUB	BareMetal. Server type BF261-i203 with 6 month rental period	
  dn2tqniq656s6p8nlv0j	dn22pas77ftg9h3f2djj	gbyte_hour	0.1281 RUB	Preemptible VM computing resources, AMD Zen 4 (Compute Optimized), RAM	
  dn2tsb3bn2sgk6tict7r	dn2li5qddoc5cad2n6br	10k_request	0.0 RUB	Object Storage. Standard storage, GET operations	
  dn2ttdgeonjbzssppclx	dn2jfbheag6vvls7oplt	server_month	2476.6 RUB	BareMetal. Server type  BA-i507-NH-2X25G-P1  with 1 day rental period	
  dn2tteu9ivi1hgq0mr67	dn2iqlgecrio4statr88	month	449.63 RUB	Interconnect. Trunk connection via partner, 300 TB	
